"PlcIndex","RankRad1","RankRad2","RankRad3","RankRad4","RankRad5","RankRad6","RankRad7","RankRad8","RankRad9","RankRad10","RankRad11","RankRad12","RankRad13","RankRad14","RankRad15","RankRad16","RankRad17","RankRad18","RankRad19","RankRad20"
2107,0,13,12,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2116,33,7,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2117,17,7,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2118,0,0,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2124,31,19,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2144,6,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2156,0,23,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2164,7,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2167,0,0,13,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2185,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3007,0,0,0,13,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1
3029,0,35,29,14,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1
3033,0,20,16,5,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1
3037,63,20,16,5,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1
