PlcIndex,ClstRad1,ClstRad2,ClstRad3,ClstRad4,ClstRad5,ClstRad6,ClstRad7,ClstRad8,ClstRad9,ClstRad10,ClstRad11,ClstRad12,ClstRad13,ClstRad14,ClstRad15,ClstRad16,ClstRad17,ClstRad18,ClstRad19,ClstRad20
443,26,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
445,26,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
448,26,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
451,26,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
453,26,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
454,26,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
458,26,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
462,26,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
465,30,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
467,31,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
468,NA,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
473,32,17,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
475,32,17,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
476,32,17,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
479,32,17,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
482,28,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
483,28,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
485,NA,NA,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
488,33,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
491,30,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
493,NA,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
496,34,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
497,34,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
498,34,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
506,NA,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
507,35,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
509,35,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
511,35,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
512,35,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
513,35,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
514,35,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
515,8,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
517,26,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
519,12,11,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
543,NA,11,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
548,18,12,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
550,NA,12,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
552,36,10,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
553,36,10,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
554,36,10,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
556,NA,10,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
558,NA,10,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
560,21,10,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
578,NA,16,12,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
585,NA,16,12,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
586,NA,10,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
589,NA,NA,13,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
611,37,13,8,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
619,37,13,8,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
626,38,15,11,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
628,38,15,11,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
636,NA,18,14,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
659,NA,18,14,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
669,39,19,15,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
671,39,19,15,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
672,40,20,16,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
673,NA,20,16,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
674,40,20,16,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
676,41,20,16,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
677,41,20,16,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
682,42,20,16,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
695,43,21,16,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
697,NA,20,16,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
702,44,20,16,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
712,45,20,16,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
715,45,20,16,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
717,NA,20,16,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
719,46,20,16,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
724,NA,20,16,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
725,NA,15,11,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
729,NA,15,11,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
730,NA,15,11,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
731,46,20,16,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
732,NA,NA,17,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
743,47,22,18,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
750,NA,20,16,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
751,48,20,16,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
755,48,20,16,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
757,NA,23,19,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
