PlcIndex,ClstRad1,ClstRad2,ClstRad3,ClstRad4,ClstRad5,ClstRad6,ClstRad7,ClstRad8,ClstRad9,ClstRad10,ClstRad11,ClstRad12,ClstRad13,ClstRad14,ClstRad15,ClstRad16,ClstRad17,ClstRad18,ClstRad19,ClstRad20
764,66,32,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
772,NA,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
777,NA,16,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
779,67,11,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
783,68,11,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
784,67,11,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
785,67,11,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
786,67,11,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
787,67,11,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
788,69,11,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
789,70,11,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
791,70,11,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
793,71,11,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
794,71,11,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
795,71,11,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
796,71,11,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
